method,discover_question_id,scoring_day_et,subset,n_individuals,aggregate_brier,median_individual_brier,mean_individual_brier,aggregate_percentile_rank
median,362,2018-07-15,binary only,15,0.003200000000000003,0.003200000000000003,0.056786918666666665,0.4666666666666667
geometric_mean_of_odds,257,2018-07-12,binary only,33,0.006002158779330069,0.045000000000000005,0.14083279090909093,0.696969696969697
median,346,2018-07-18,binary only,11,0.0009945799999999995,0.0009945799999999995,0.009652336363636365,0.45454545454545453
median,260,2018-05-18,ordinal only,13,0.8306719175128533,0.8879738850000001,0.9284290957864848,0.5384615384615384
median,314,2018-05-19,ordinal only,7,1.0834054607914716,0.9488853700000002,0.9836118,0.42857142857142855
median,208,2018-04-14,ordinal only,13,0.02493074792243769,0.024999999999999974,0.052899999999999996,0.5384615384615384
geometric_mean_of_odds,237,2018-06-07,multi-option nominal only,65,0.022478438757650043,0.09,0.19696895246153845,0.6923076923076923
geometric_mean_of_odds,213,2018-06-08,binary only,12,0.0015012334818397936,0.06237088999999999,0.19244931500000004,0.8333333333333334
geometric_mean_of_odds,255,2018-08-29,multi-option nominal only,14,0.0003469688186577907,0.11909732,0.47049645071428575,0.6428571428571429
median,242,2018-04-15,ordinal only,9,0.9025756275458842,0.8885,0.8205448888888889,0.4444444444444444
median,264,2018-05-28,ordinal only,8,0.47903894376537437,0.49584999999999996,0.45517562500000003,0.625
geometric_mean_of_odds,327,2018-07-07,binary only,13,0.0007287296564323258,0.0050000000000000044,0.015582493846153846,0.7692307692307693
geometric_mean_of_odds,196,2018-04-15,binary only,5,0.0565428900578968,0.019999999999999997,0.29447999999999996,0.2
median,268,2018-07-17,binary only,7,0.07999999999999999,0.07999999999999999,0.28988571428571436,0.42857142857142855
median,287,2018-07-04,binary only,31,0.24499999999999997,0.24499999999999997,0.4925998122580645,0.45161290322580644
median,393,2018-09-05,binary only,128,0.0050000000000000044,0.0050000000000000044,0.09846733609375,0.46875
median,357,2018-08-10,binary only,15,0.045000000000000005,0.045000000000000005,0.10201209866666666,0.4666666666666667
median,286,2018-05-01,multi-option nominal only,9,0.052596851729663496,0.045000000000000005,0.10841345000000001,0.4444444444444444
geometric_mean_of_odds,302,2018-06-15,binary only,18,1.5023257674584765,0.8488009999999999,0.9467094555555556,0.2777777777777778
geometric_mean_of_odds,361,2018-08-21,ordinal only,12,0.6662409428400508,0.6666666666666666,0.7313477183333333,0.6666666666666666
geometric_mean_of_odds,290,2018-07-24,ordinal only,31,0.00035275698307970127,0.014899999999999988,0.02263388677419355,0.8387096774193549
median,220,2018-05-04,ordinal only,25,0.6354114928286224,0.675509115,0.651433456910133,0.52
geometric_mean_of_odds,221,2018-03-27,ordinal only,6,0.030912879858271538,0.04600725000000001,0.1644497441666667,0.6666666666666666
median,233,2018-06-08,ordinal only,5,0.10666666666666669,0.10666666666666669,0.22226326666666668,0.4
geometric_mean_of_odds,200,2018-08-03,binary only,12,0.3612705708602116,0.3364,0.42868333333333336,0.4166666666666667
median,211,2018-08-16,binary only,38,0.017879405,0.017938809999999993,0.09371741210526316,0.5
geometric_mean_of_odds,255,2018-07-17,multi-option nominal only,3,0.08762843587575214,0.06979999999999999,0.35600000000000004,0.3333333333333333
geometric_mean_of_odds,282,2018-08-12,binary only,22,0.022941041719633973,0.13267201,0.35590149,0.6363636363636364
median,217,2018-08-26,ordinal only,14,0.0,0.0,0.012676071428571427,0.42857142857142855
median,181,2018-03-11,ordinal only,10,0.6914089091613562,0.767826165,0.7667501375,0.6
median,240,2018-04-18,ordinal only,3,0.5124653739612188,0.5299999999999999,0.5680333333333333,0.6666666666666666
geometric_mean_of_odds,307,2018-05-02,ordinal only,5,0.4933929947054584,0.4990075,0.4605815,0.6
geometric_mean_of_odds,346,2018-07-31,binary only,13,0.0032439515014129495,0.0242,0.11033421692307693,0.6153846153846154
geometric_mean_of_odds,210,2018-05-24,binary only,25,0.2847286915659217,0.12004999999999999,0.37545533999999997,0.36
median,203,2018-07-18,binary only,13,0.0018000000000000017,0.0018000000000000017,0.34713908615384614,0.46153846153846156
median,359,2018-07-09,binary only,15,0.033800000000000004,0.033800000000000004,0.05862666666666667,0.4666666666666667
median,318,2018-05-23,ordinal only,32,0.08516584819552728,0.10747499999999999,0.34937727540086494,0.59375
median,186,2018-04-16,ordinal only,8,0.03645,0.038900000000000004,0.052762500000000004,0.5
median,267,2018-09-02,binary only,26,0.0013624200000000005,0.0014368400000000006,0.18505013,0.5
geometric_mean_of_odds,194,2018-03-12,ordinal only,27,0.11858257804041399,0.12375,0.17616101,0.5555555555555556
median,177,2018-03-21,ordinal only,4,0.2547979596661663,0.2800485025,0.26844925124999997,0.75
median,201,2018-04-22,binary only,3,0.06479999999999997,0.06479999999999997,0.6888666666666666,0.3333333333333333
geometric_mean_of_odds,307,2018-05-08,ordinal only,14,0.12937712970315812,0.315831535,0.3950775025,0.7142857142857143
median,340,2018-07-02,ordinal only,14,0.0357763426636438,0.059825,0.12316772035714285,0.5714285714285714
median,233,2018-07-14,ordinal only,5,0.00006666666666666667,0.00006666666666666667,0.007875866666666665,0.4
geometric_mean_of_odds,357,2018-07-21,binary only,7,0.0020070747254839587,0.07265672,0.15792994285714285,0.5714285714285714
median,199,2018-06-21,binary only,35,0.021631999999999995,0.021631999999999995,0.13750936742857142,0.4857142857142857
median,232,2018-07-21,binary only,13,0.019999999999999997,0.019999999999999997,0.044662307692307696,0.3076923076923077
geometric_mean_of_odds,249,2018-04-10,binary only,13,0.05175528486505044,0.045000000000000005,0.21895039230769234,0.46153846153846156
median,311,2018-07-15,ordinal only,8,0.9200102141785566,0.86355,0.87930625,0.5
geometric_mean_of_odds,284,2018-04-20,binary only,22,0.010274603430271367,0.0325,0.18964611363636363,0.6363636363636364
geometric_mean_of_odds,359,2018-07-05,binary only,10,0.00037553775715484664,0.0050000000000000044,0.003627368000000003,0.8
geometric_mean_of_odds,353,2018-06-24,ordinal only,15,0.02208472996595652,0.21249999999999997,0.40083293066666664,0.7333333333333333
geometric_mean_of_odds,219,2018-06-05,binary only,12,0.13158911696631406,0.48340000000000005,0.5417375,0.8333333333333334
geometric_mean_of_odds,248,2018-05-26,binary only,12,0.0002142222968025931,0.0008000000000000008,0.162116875,0.6666666666666666
median,262,2018-05-10,ordinal only,44,0.06029307967106552,0.161475305,0.29566491931818184,0.6818181818181818
geometric_mean_of_odds,248,2018-04-06,binary only,33,3.932591205852331e-6,0.0008000000000000008,0.006290807878787879,0.696969696969697
median,268,2018-04-30,binary only,2,0.0034031250000000008,0.006406249999999996,0.006406249999999997,0.5
median,313,2018-05-26,multi-option nominal only,4,0.023568405,0.030431810000000007,0.399015905,0.5
median,327,2018-08-07,binary only,12,0.00023980500000000038,0.00024161000000000037,0.0015472233333333344,0.5
geometric_mean_of_odds,215,2018-06-04,binary only,11,0.08759567834362361,0.0968,0.4391902981818182,0.5454545454545454
median,200,2018-07-08,binary only,11,0.0050000000000000044,0.0050000000000000044,0.03541372000000001,0.36363636363636365
median,263,2018-04-14,binary only,14,0.0004500000000000004,0.0005000000000000004,0.007919071428571428,0.5
median,230,2018-07-21,multi-option nominal only,8,1.9108103330723973,1.9118,1.69550874375,0.5
geometric_mean_of_odds,315,2018-05-13,binary only,13,0.004936899237011575,0.19220000000000007,0.5462153846153845,0.7692307692307693
geometric_mean_of_odds,223,2018-06-19,binary only,8,0.03323151501973086,0.48249999999999993,0.54387876,0.75
median,232,2018-04-23,binary only,8,0.08405000000000004,0.08529999999999999,0.547775,0.5
median,219,2018-05-03,binary only,1,1.85435282,1.85435282,1.85435282,0.0
median,381,2018-07-22,binary only,34,0.01999999999999999,0.01999999999999999,0.1960569505882353,0.47058823529411764
geometric_mean_of_odds,199,2018-08-19,binary only,15,1.5592696048711047e-6,0.0002000000000000002,0.036239712,0.6666666666666666
geometric_mean_of_odds,233,2018-05-23,ordinal only,17,0.11011242135669883,0.28073333333333333,0.292099411372549,0.7058823529411765
geometric_mean_of_odds,344,2018-06-13,ordinal only,17,0.10659624726493615,0.12722174,0.20076098852941177,0.7058823529411765
median,185,2018-03-26,ordinal only,3,0.05810423342890879,0.10285,0.10909999999999999,0.6666666666666666
geometric_mean_of_odds,178,2018-04-20,ordinal only,1,0.08000072000645995,0.08000000000000002,0.08000000000000002,0.0
median,213,2018-09-06,binary only,35,0.0002000000000000002,0.0002000000000000002,0.12817224742857145,0.42857142857142855
geometric_mean_of_odds,223,2018-07-10,binary only,16,0.016311677850413618,0.6746000000000001,0.62170745125,0.8125
median,348,2018-06-19,binary only,11,0.0050000000000000044,0.0050000000000000044,0.14267563636363637,0.45454545454545453
median,249,2018-05-04,binary only,18,0.016199999999999992,0.016399999999999994,0.21327112333333337,0.5
median,286,2018-05-06,multi-option nominal only,36,0.18450766753357667,0.19890000000000002,0.23348709916666666,0.5
geometric_mean_of_odds,188,2018-03-21,ordinal only,13,0.28231975729354203,0.28625,0.30884013730769233,0.5384615384615384
median,201,2018-06-20,binary only,21,0.07999999999999999,0.07999999999999999,0.32925811904761904,0.47619047619047616
median,178,2018-04-16,ordinal only,4,0.42847648865784493,0.495475,0.6046125,0.5
geometric_mean_of_odds,280,2018-04-19,ordinal only,46,0.5472794814129396,0.44155,0.6019297158695652,0.43478260869565216
geometric_mean_of_odds,348,2018-07-04,binary only,23,0.015351694554272727,0.019999999999999997,0.19989152869565216,0.5217391304347826
geometric_mean_of_odds,368,2018-06-25,binary only,42,0.01437187459464798,0.125,0.3433565980952381,0.7619047619047619
geometric_mean_of_odds,219,2018-06-27,binary only,14,0.7398255291446532,0.5665932100000001,0.76968606,0.42857142857142855
median,217,2018-07-22,ordinal only,2,0.21979948543571562,0.382393416518446,0.38239341651844594,0.5
median,257,2018-09-02,binary only,23,0.0002000000000000002,0.0002000000000000002,0.06919487304347827,0.391304347826087
geometric_mean_of_odds,326,2018-06-02,binary only,4,0.001721238429376869,0.003200000000000003,0.014547530000000005,0.75
geometric_mean_of_odds,247,2018-05-24,ordinal only,60,0.00009651953310727451,0.0016666666666666696,0.0618480395803781,0.7833333333333333
median,222,2018-04-08,ordinal only,5,0.1531247054387784,0.185,0.25792000000000004,0.8
median,346,2018-08-09,binary only,39,0.0050000000000000044,0.0050000000000000044,0.03628784461538462,0.3333333333333333
geometric_mean_of_odds,389,2018-08-10,ordinal only,116,0.030100595718178205,0.1060495125,0.15381945409482758,0.8793103448275862
median,251,2018-05-09,binary only,65,0.6272000000000001,0.6272000000000001,0.6993285424615385,0.49230769230769234
geometric_mean_of_odds,267,2018-08-06,binary only,13,0.022627786304176008,0.125,0.21474023384615387,0.7692307692307693
geometric_mean_of_odds,370,2018-07-21,binary only,24,0.021432932739764016,0.04381600000000001,0.08670238916666667,0.5833333333333334
geometric_mean_of_odds,346,2018-08-20,binary only,16,1.3318172563159959e-8,0.0,0.001172345000000001,0.4375
geometric_mean_of_odds,363,2018-08-24,binary only,12,0.08653086729439738,0.08465409,0.405986905,0.5
median,288,2018-07-22,binary only,16,0.0018000000000000032,0.0020000000000000035,0.10613840625,0.5
geometric_mean_of_odds,178,2018-05-01,ordinal only,14,0.45018811550896104,0.42012499999999997,0.5414187164285714,0.5
geometric_mean_of_odds,250,2018-04-28,ordinal only,7,0.052356712134287275,0.06413333333333333,0.05935238095238095,0.5714285714285714
median,378,2018-08-18,ordinal only,10,0.6354439189403941,0.6305670675,0.5814664235,0.5
median,232,2018-09-07,binary only,49,0.0,0.0,0.003830145714285714,0.4489795918367347
median,304,2018-06-21,ordinal only,42,0.12070759625390215,0.23010000000000003,0.3730816094247551,0.6666666666666666
median,213,2018-08-18,binary only,6,0.0,0.0,0.003974999999999999,0.3333333333333333
median,346,2018-07-14,binary only,3,0.0002000000000000002,0.0002000000000000002,0.000989226666666667,0.3333333333333333
geometric_mean_of_odds,233,2018-08-25,ordinal only,6,5.653889446269996e-11,0.0,0.0011111111111111113,0.16666666666666666
median,300,2018-05-06,multi-option nominal only,41,0.21196963496851678,0.24500000000000002,0.40617666707317074,0.5121951219512195
median,200,2018-04-11,binary only,9,0.0050000000000000044,0.0050000000000000044,0.10075577777777779,0.4444444444444444
median,363,2018-07-27,binary only,11,1.15489602,1.15489602,0.9806986818181819,0.45454545454545453
geometric_mean_of_odds,255,2018-05-15,multi-option nominal only,6,1.5049169948935486,1.02358451,1.0201081,0.16666666666666666
median,341,2018-06-26,multi-option nominal only,9,0.10339971927883232,0.18655350000000004,0.43779483333333336,0.5555555555555556
median,247,2018-05-18,ordinal only,24,0.0009046992956151724,0.0013850833333333339,0.019364361111111113,0.5416666666666666
median,239,2018-08-22,ordinal only,18,0.0,0.0,0.052684739999999994,0.3333333333333333
median,320,2018-05-12,ordinal only,6,0.5095827081630777,0.60065,0.5401635008333333,0.5
median,238,2018-04-15,ordinal only,3,0.2224593919200333,0.24125000000000002,0.2217666666666667,0.6666666666666666
median,189,2018-04-15,ordinal only,17,0.007707347033077418,0.010371019999999998,0.01699006,0.5882352941176471
median,262,2018-06-29,ordinal only,9,0.0,0.0,0.01983978333333333,0.4444444444444444
median,237,2018-06-06,multi-option nominal only,40,0.07412279447510652,0.11049999999999999,0.19803490325,0.6
median,347,2018-07-16,binary only,10,0.13520000000000001,0.15139999999999998,0.352174402,0.5
geometric_mean_of_odds,263,2018-06-16,binary only,15,8.485821754592257e-7,0.0008000000000000008,0.015157826666666669,0.6
median,326,2018-07-24,binary only,6,0.0024500000000000025,0.002900000000000003,0.030466666666666666,0.5
geometric_mean_of_odds,318,2018-09-07,ordinal only,42,4.5734830958835967e-10,0.0,0.0011161304761904763,0.2857142857142857
geometric_mean_of_odds,313,2018-07-26,multi-option nominal only,33,0.0002303723625022223,0.061837260000000005,0.0875418396969697,0.8181818181818182
geometric_mean_of_odds,320,2018-08-22,ordinal only,22,1.5414043086287415e-6,0.00014575000000000002,0.02021770022727273,0.6818181818181818
median,269,2018-06-16,binary only,6,0.004050000000000003,0.004100000000000004,0.01702075,0.5
geometric_mean_of_odds,288,2018-05-07,binary only,11,0.0006716296924434691,0.0288,0.06158717090909091,0.8181818181818182
median,295,2018-05-22,ordinal only,15,0.2893054887927504,0.36596025000000004,0.4043683166666667,0.6
geometric_mean_of_odds,254,2018-04-10,binary only,25,0.04176786897986344,0.05780000000000002,0.205429,0.72
geometric_mean_of_odds,312,2018-05-11,ordinal only,24,0.038343080429906064,0.3093,0.46654135999999996,0.75
median,345,2018-06-17,ordinal only,14,0.4148112025305871,0.49780492249999997,0.44434379178571426,0.5714285714285714
median,222,2018-04-19,ordinal only,16,0.30444098415608584,0.31379999999999997,0.41858923375,0.5625
geometric_mean_of_odds,230,2018-04-18,multi-option nominal only,6,1.691735345468485,1.5592007499999998,1.5793547783333333,0.16666666666666666
median,286,2018-05-04,multi-option nominal only,100,0.19414273588283107,0.23750000000000004,0.2969516904,0.56
geometric_mean_of_odds,177,2018-04-07,ordinal only,8,0.00023765329666439238,0.10530000000000002,0.18290625000000002,0.75
median,286,2018-06-02,multi-option nominal only,13,0.021940234149793295,0.029400000000000003,0.08059422923076923,0.5384615384615384
geometric_mean_of_odds,249,2018-04-24,binary only,3,0.1011764583661113,0.07999999999999999,0.31,0.3333333333333333
median,215,2018-06-04,binary only,11,0.0968,0.0968,0.4391902981818182,0.45454545454545453
median,328,2018-05-16,binary only,26,0.38719999999999993,0.38899999999999996,0.5702182184615385,0.5
median,229,2018-04-30,binary only,5,0.3042,0.3042,0.21336000000000005,0.4
median,255,2018-06-22,multi-option nominal only,3,0.008481737672733579,0.10366550000000004,0.7012885,0.6666666666666666
median,381,2018-07-23,binary only,69,0.08895761999999997,0.08895761999999997,0.18944252144927537,0.4927536231884058
median,213,2018-03-19,binary only,19,0.033800000000000004,0.033800000000000004,0.08936821052631579,0.47368421052631576
geometric_mean_of_odds,267,2018-05-27,binary only,4,4.753181556869002e-6,0.00040625000000000025,0.005203124999999999,0.75
geometric_mean_of_odds,189,2018-04-05,ordinal only,22,0.022623408432325805,0.0390457925,0.04986375386363637,0.6818181818181818
geometric_mean_of_odds,385,2018-07-28,ordinal only,57,0.09207850338182702,0.15250000000000002,0.17487218789473682,0.7719298245614035
median,299,2018-04-30,multi-option nominal only,8,0.06265371253412144,0.0712,0.15401725,0.5
geometric_mean_of_odds,275,2018-06-05,binary only,16,0.00025675941203130503,0.009174890000000002,0.1376500625,0.6875
geometric_mean_of_odds,203,2018-03-18,binary only,7,0.035895055207744,0.045000000000000005,0.10665714285714287,0.8571428571428571
geometric_mean_of_odds,180,2018-08-06,ordinal only,16,0.32857229086173,0.260725,0.253462046875,0.4375
geometric_mean_of_odds,353,2018-06-06,ordinal only,33,0.9911284421317567,0.9025,0.8927757575757576,0.36363636363636365
geometric_mean_of_odds,233,2018-03-24,ordinal only,15,0.011881367639402372,0.20279802666666671,0.31692879022222215,0.8
geometric_mean_of_odds,271,2018-07-07,binary only,8,9.050443861329609e-8,1.0000000000000019e-6,0.2260746025,0.5
geometric_mean_of_odds,339,2018-06-08,ordinal only,13,0.016026322222996,0.11139999999999997,0.19411672461538462,0.8461538461538461
geometric_mean_of_odds,308,2018-06-01,binary only,39,0.0001766198120572524,0.005000000000000009,0.33847588,0.6923076923076923
median,363,2018-07-07,binary only,16,1.125,1.125,0.97013440875,0.4375
geometric_mean_of_odds,223,2018-07-11,binary only,10,0.1752615374846969,0.1025,0.4991704980000001,0.4
geometric_mean_of_odds,217,2018-05-03,ordinal only,8,0.019237417415124115,0.07761348999999995,0.274180219375,0.75
median,179,2018-03-29,binary only,12,0.5940499999999999,0.5941000000000001,0.79,0.5
median,201,2018-07-07,binary only,7,0.007200000000000007,0.007200000000000007,0.09162857142857143,0.42857142857142855
median,270,2018-05-07,multi-option nominal only,9,0.022603878116343495,0.037600000000000015,0.363668,0.5555555555555556
median,227,2018-04-09,multi-option nominal only,7,1.5618572025296538,1.4696,1.3050217814285714,0.2857142857142857
median,312,2018-05-09,ordinal only,47,0.8073096885813151,0.8449999999999999,0.8925319148936169,0.5319148936170213
geometric_mean_of_odds,223,2018-07-23,binary only,9,0.0008982987722035238,0.019999999999999997,0.09360138888888889,0.6666666666666666
median,262,2018-04-26,ordinal only,5,0.0025000000000000044,0.0025000000000000044,0.05626000000000001,0.4
geometric_mean_of_odds,203,2018-03-20,binary only,15,0.0007697974766132383,0.0050000000000000044,0.08526763333333334,0.7333333333333333
geometric_mean_of_odds,188,2018-03-27,ordinal only,12,0.26856001326310264,0.21237640750000003,0.24578398458333336,0.3333333333333333
geometric_mean_of_odds,215,2018-04-29,binary only,4,0.007545270402844295,0.007400000000000007,0.009500000000000003,0.5
geometric_mean_of_odds,340,2018-06-28,ordinal only,31,0.009856824418487743,0.03769999999999999,0.15646900661290322,0.7096774193548387
median,378,2018-08-11,ordinal only,11,0.5080289996814913,0.5617999999999999,0.5612816063636363,0.5454545454545454
median,201,2018-03-11,binary only,32,0.024641999999999994,0.024803999999999996,0.10436899999999999,0.5
geometric_mean_of_odds,193,2018-03-21,ordinal only,22,0.0005652411413943888,0.07875,0.1164992840909091,0.8181818181818182
geometric_mean_of_odds,194,2018-04-09,ordinal only,8,0.16040099749204795,0.120725,0.156453125,0.25
median,243,2018-04-23,ordinal only,6,0.21572493929934092,0.1975,0.2336529575,0.3333333333333333
median,227,2018-04-27,multi-option nominal only,2,1.26775,1.5387,1.5387,1.0
geometric_mean_of_odds,239,2018-07-21,ordinal only,4,0.6389822519145627,0.723627005,0.8281385025,0.5
geometric_mean_of_odds,238,2018-07-09,ordinal only,24,0.019729393602325895,0.12234999999999999,0.22526875,0.9583333333333334
median,250,2018-06-04,ordinal only,5,0.0,0.0,0.013698733333333333,0.4
geometric_mean_of_odds,213,2018-03-22,binary only,11,0.0003581056954221918,0.019999999999999997,0.15301818181818183,0.7272727272727273
geometric_mean_of_odds,260,2018-05-19,ordinal only,6,0.4962193976048881,0.8089450225,0.8272715658333333,0.6666666666666666
geometric_mean_of_odds,360,2018-06-16,ordinal only,52,0.7630878838421014,0.5857414375000001,0.6386295667307693,0.34615384615384615
geometric_mean_of_odds,373,2018-07-04,ordinal only,79,0.010651242778794964,0.10778639000000001,0.2209343014154292,0.810126582278481
median,240,2018-06-08,ordinal only,15,0.3310657596371881,0.3125,0.431133584,0.4666666666666667
geometric_mean_of_odds,373,2018-07-07,ordinal only,22,0.000019700060116277266,0.0014960625,0.08646578795454546,0.7727272727272727
geometric_mean_of_odds,230,2018-07-28,multi-option nominal only,8,1.3577352504797457,0.677984655,0.67812116375,0.125
geometric_mean_of_odds,178,2018-04-01,ordinal only,5,0.6415055088364365,0.55125,0.63248,0.4
geometric_mean_of_odds,384,2018-08-27,ordinal only,21,0.7348192442048996,0.5912499999999999,0.5902256223809524,0.38095238095238093
median,249,2018-04-11,binary only,18,0.04357151999999999,0.04358304,0.1644849966666667,0.5
geometric_mean_of_odds,377,2018-07-02,binary only,46,0.026836911653381534,0.18000000000000002,0.25277901869565217,0.7608695652173914
median,210,2018-08-08,binary only,18,0.011249999999999996,0.0125,0.2606723733333334,0.5
geometric_mean_of_odds,215,2018-07-07,binary only,9,0.0003133333495515165,0.045000000000000005,0.16382938888888887,0.6666666666666666
median,374,2018-07-29,ordinal only,16,0.741020944138916,0.7362610599999999,0.7628176143750001,0.5
median,365,2018-07-25,ordinal only,22,0.20440018078512392,0.192875,0.20970883022727274,0.45454545454545453
median,384,2018-08-28,ordinal only,18,0.14688335698713353,0.21462499999999998,0.30104549555555554,0.6111111111111112
median,267,2018-06-10,binary only,24,0.125,0.125,0.3255682875,0.4583333333333333
geometric_mean_of_odds,358,2018-06-22,binary only,12,0.030940718320891108,0.0625,0.1298710133333333,0.6666666666666666
median,220,2018-04-19,ordinal only,2,0.9051750000000002,0.9374499999999999,0.9374499999999999,0.5
geometric_mean_of_odds,311,2018-06-17,ordinal only,10,0.8175255690581935,0.9237500000000001,0.9154671745,0.6
geometric_mean_of_odds,375,2018-07-21,binary only,16,1.3440659355909579,0.8964436500000001,0.88804346125,0.1875
median,202,2018-07-01,binary only,14,0.0018000000000000017,0.0018000000000000017,0.10628075571428572,0.42857142857142855
median,220,2018-03-26,ordinal only,14,1.0226524461208872,1.017,0.7888400142857144,0.5
geometric_mean_of_odds,213,2018-07-09,binary only,10,0.0000346825544299319,0.021257209999999995,0.06554642,0.7
median,200,2018-08-25,binary only,8,0.011842604999999992,0.014573210000000001,0.20789764500000002,0.5
geometric_mean_of_odds,214,2018-06-15,binary only,11,0.01733082105199053,0.033800000000000004,0.3170313472727273,0.8181818181818182
geometric_mean_of_odds,198,2018-03-25,binary only,5,0.16234636520796356,0.06480000000000004,0.38128,0.4
median,281,2018-05-28,multi-option nominal only,9,1.1865873445105461,1.185,1.278268,0.4444444444444444
median,324,2018-06-24,ordinal only,10,0.1084964598084131,0.4241,0.368050584,0.7
median,270,2018-05-26,multi-option nominal only,7,0.2063157894736842,0.22319999999999998,0.19718952000000003,0.5714285714285714
geometric_mean_of_odds,202,2018-06-29,binary only,8,0.000157134711293814,0.07591503999999998,0.32400401,0.625
median,314,2018-06-03,ordinal only,14,0.7635108364541715,0.77825,0.7647637721428572,0.5
median,199,2018-04-09,binary only,5,0.003200000000000003,0.003200000000000003,0.05273729600000001,0.4
geometric_mean_of_odds,335,2018-05-17,binary only,194,0.01854117190766834,0.05799999999999999,0.2816884226804124,0.6649484536082474
geometric_mean_of_odds,346,2018-08-06,binary only,14,0.0000767953886434314,0.0050000000000000044,0.03968246142857144,0.7142857142857143
median,282,2018-04-18,binary only,4,0.04500000000000001,0.065,0.53255,0.5
geometric_mean_of_odds,286,2018-05-03,multi-option nominal only,55,0.014047338109286378,0.15979999999999997,0.23640572636363635,0.8545454545454545
median,380,2018-07-23,ordinal only,41,0.04522363266551689,0.055799999999999995,0.10600172987804879,0.5853658536585366
median,243,2018-05-22,ordinal only,9,0.1818070532746462,0.20466759,0.18608518222222223,0.5555555555555556
geometric_mean_of_odds,377,2018-08-31,binary only,16,3.362139255031746e-7,0.0004000000000000004,0.07027847625,0.5
geometric_mean_of_odds,237,2018-05-05,multi-option nominal only,28,0.5044133264897104,0.5001,0.5469476025000001,0.5
median,232,2018-06-27,binary only,16,0.028800000000000003,0.0296,0.12885395125000002,0.5
median,288,2018-06-09,binary only,5,0.005000000000000009,0.005000000000000009,0.013560000000000008,0.2
median,184,2018-03-17,ordinal only,50,0.16287375050872288,0.20747500000000002,0.23561660400274564,0.6
geometric_mean_of_odds,180,2018-05-16,ordinal only,22,0.44451241132458613,0.4678483550585166,0.5310652254598651,0.5909090909090909
median,237,2018-04-26,multi-option nominal only,11,0.16763607334448086,0.16946412999999996,0.30700583000000004,0.5454545454545454
geometric_mean_of_odds,312,2018-06-19,ordinal only,11,0.025203280329379765,0.01084997,0.28924305181818183,0.45454545454545453
geometric_mean_of_odds,286,2018-06-15,multi-option nominal only,22,0.00019891990232579138,0.019999999999999997,0.06215471681818181,0.7727272727272727
median,295,2018-05-21,ordinal only,7,0.3601108033240997,0.40000000000000013,0.4935350242857143,0.7142857142857143
median,179,2018-04-05,binary only,4,0.12475012499999992,0.12970024999999996,0.19485012499999999,0.5
geometric_mean_of_odds,294,2018-05-10,binary only,8,0.8977678329564693,0.865,0.9223250000000001,0.5
median,234,2018-05-24,binary only,16,0.6612499999999999,0.6725000000000001,0.7636302375,0.5
median,211,2018-08-15,binary only,19,0.003200000000000003,0.003200000000000003,0.30288395684210523,0.47368421052631576
median,203,2018-07-09,binary only,10,0.03125,0.0325,0.5508599999999999,0.5
median,346,2018-06-29,binary only,7,0.0050000000000000044,0.0050000000000000044,0.013000571428571433,0.42857142857142855
median,185,2018-06-12,ordinal only,23,0.005958621115898511,0.011259145,0.0892504447826087,0.5217391304347826
median,217,2018-06-17,ordinal only,14,0.012966579861111119,0.031375,0.14120357142857143,0.7142857142857143
median,279,2018-05-08,ordinal only,39,0.051216910378112594,0.08470000000000003,0.09923828923076923,0.6666666666666666
median,268,2018-04-22,binary only,4,0.4512500000000001,0.6024999999999999,0.6493000000000001,0.5
median,229,2018-09-07,binary only,39,0.0,0.0,0.015921383076923076,0.358974358974359
geometric_mean_of_odds,260,2018-07-03,ordinal only,28,1.8356385802926312,1.297975,1.2608097025,0.21428571428571427
median,217,2018-05-06,ordinal only,10,0.02134914444859883,0.032525,0.07485877849999999,0.7
geometric_mean_of_odds,249,2018-06-05,binary only,16,0.002018673714554691,0.032802250000000005,0.14115028125,0.6875
median,370,2018-08-30,binary only,55,0.033800000000000004,0.033800000000000004,0.14896196254545455,0.4909090909090909
geometric_mean_of_odds,232,2018-08-14,binary only,18,0.0007470641201564648,0.019999999999999997,0.06968746666666667,0.8333333333333334
geometric_mean_of_odds,198,2018-03-09,binary only,43,0.31681408233170255,0.18000000000000005,0.4060758423255814,0.37209302325581395
median,300,2018-05-24,multi-option nominal only,20,0.2305404092870758,0.22343620999999997,0.4992764865,0.5
geometric_mean_of_odds,304,2018-06-20,ordinal only,31,0.007542071543730197,0.21790324,0.34868453322580645,0.9032258064516129
geometric_mean_of_odds,200,2018-06-24,binary only,11,0.03360175434467524,0.08404999999999999,0.29313965272727277,0.5454545454545454
geometric_mean_of_odds,251,2018-04-13,binary only,13,1.8293468332252385,1.805,1.2808470769230769,0.46153846153846156
geometric_mean_of_odds,326,2018-08-14,binary only,8,1.6048681427348254e-6,0.0005000000000000004,0.020621065,0.625
geometric_mean_of_odds,215,2018-06-09,binary only,3,0.005638130266316474,0.016199999999999992,0.020466666666666664,0.6666666666666666
geometric_mean_of_odds,355,2018-07-09,binary only,5,0.01062290445134759,0.029427379999999993,0.050005575999999996,0.6
geometric_mean_of_odds,199,2018-07-29,binary only,11,0.000048668040270491974,0.0050000000000000044,0.15718181818181817,0.7272727272727273
